ZATTITUDEW,ZATTITUDEX,ZATTITUDEY,ZATTITUDEZ,ZGRAVITYX,ZGRAVITYY,ZGRAVITYZ,ZROTATIONRATEX,ZROTATIONRATEY,ZROTATIONRATEZ,ZTIMESTAMP,ZUSERACCELERATIONX,ZUSERACCELERATIONY,ZUSERACCELERATIONZ,ZLABEL
-0.351368099451065,0.011390757746995,-0.932508707046509,-0.082688368856907,0.657191395759583,-0.146210551261902,0.739404499530792,0.013351442292333,0.050122771412134,0.027262439951301,1490025068.637314081192017,0.279692113399506,0.372412145137787,-0.870495438575745,balanced
-0.351163655519485,0.011124930344522,-0.932584345340729,-0.082740887999535,0.656820416450500,-0.146512374281883,0.739674627780914,0.007871456444263,0.036098033189774,0.066802658140659,1490025068.647140979766846,0.305108904838562,0.385307669639587,-0.860622048377991,balanced
-0.351074457168579,0.010722574777901,-0.932611405849457,-0.082868427038193,0.656609237194061,-0.147039234638214,0.739758014678955,0.005800438113511,0.001988799776882,0.091788969933987,1490025068.656966924667358,0.305320143699646,0.385834574699402,-0.860705494880676,balanced
-0.351140797138214,0.010182126425207,-0.932580351829529,-0.083005115389824,0.656624376773834,-0.147667154669762,0.739619553089142,0.009700903669000,-0.030883926898241,0.120445378124714,1490025068.666763067245483,0.320850372314453,0.397556453943253,-0.850132226943970,balanced
-0.351281136274338,0.009578109718859,-0.932516038417816,-0.083204239606857,0.656744480133057,-0.148449361324310,0.739355802536011,0.000865601003170,-0.045511607080698,0.126334160566330,1490025068.676589965820312,0.320730209350586,0.398338675498962,-0.849868535995483,balanced
-0.351491689682007,0.008956843987107,-0.932416498661041,-0.083498977124691,0.656969070434570,-0.149415135383606,0.738961517810822,-0.015333607792854,-0.062420014292002,0.138188153505325,1490025068.686417102813721,0.308486521244049,0.411293506622315,-0.846978425979614,balanced
-0.351706176996231,0.008316950872540,-0.932310461997986,-0.083845354616642,0.657193362712860,-0.150489553809166,0.738543927669525,-0.024968128651381,-0.058541122823954,0.141777560114861,1490025068.696243047714233,0.308262228965759,0.412367939949036,-0.846560955047607,balanced
-0.351858675479889,0.007675674743950,-0.932224273681641,-0.084224104881287,0.657315373420715,-0.151629999279976,0.738202035427094,-0.028335429728031,-0.043556578457355,0.147857025265694,1490025068.706069946289062,0.280387699604034,0.427042484283447,-0.854520082473755,balanced
-0.351929336786270,0.006994773633778,-0.932167053222656,-0.084621325135231,0.657297670841217,-0.152839094400406,0.737968683242798,-0.025534728541970,-0.024832163006067,0.158749893307686,1490025068.715897083282471,0.280405342578888,0.428251564502716,-0.854286789894104,balanced
-0.351916402578354,0.006241113413125,-0.932146728038788,-0.084957748651505,0.657135903835297,-0.153993472456932,0.737872958183289,-0.004697356373072,-0.008798600174487,0.168531149625778,1490025068.725723028182983,0.264202237129211,0.453200280666351,-0.860686659812927,balanced
-0.351878821849823,0.005426439456642,-0.932147383689880,-0.085162527859211,0.656930088996887,-0.154949158430099,0.737856388092041,0.029010295867920,-0.009096341207623,0.172334417700767,1490025068.735549926757812,0.264408051967621,0.454155981540680,-0.860670208930969,balanced
-0.351854473352432,0.004562428221107,-0.932159245014191,-0.085183307528496,0.656746089458466,-0.155598193407059,0.737883329391479,0.064197316765785,-0.008368499577045,0.165264785289764,1490025068.745377063751221,0.266171216964722,0.468888431787491,-0.855518877506256,balanced
-0.351821213960648,0.003771650139242,-0.932176649570465,-0.085169017314911,0.656561493873596,-0.156131252646446,0.737935066223145,0.056134305894375,-0.004974833689630,0.143557891249657,1490025068.755203008651733,0.266355812549591,0.469421476125717,-0.855570614337921,balanced
-0.351822704076767,0.003095237305388,-0.932177603244781,-0.085179671645164,0.656449794769287,-0.156627207994461,0.737929344177246,0.039121232926846,-0.016308981925249,0.123006813228130,1490025068.765029907226562,0.290919363498688,0.470437943935394,-0.835739970207214,balanced
-0.351927131414414,0.002575258724391,-0.932129144668579,-0.085294455289841,0.656522393226624,-0.157198294997215,0.737742722034454,0.005070174112916,-0.037439301609993,0.097493186593056,1490025068.774826049804688,0.290846824645996,0.471009016036987,-0.835553288459778,balanced
-0.352155566215515,0.002248111413792,-0.932022750377655,-0.085523642599583,0.656818509101868,-0.157836586236954,0.737342894077301,-0.029051046818495,-0.061183243989944,0.064793303608894,1490025068.784652948379517,0.318899452686310,0.462774574756622,-0.819197058677673,balanced
-0.352436721324921,0.002084389096126,-0.931885838508606,-0.085861109197140,0.657219529151917,-0.158556267619133,0.736831128597260,-0.065428197383881,-0.064905546605587,0.044285364449024,1490025068.794480085372925,0.318498432636261,0.463494271039963,-0.818685293197632,balanced
-0.352701812982559,0.002100454177707,-0.931740999221802,-0.086342327296734,0.657616198062897,-0.159415706992149,0.736291408538818,-0.101458638906479,-0.059990417212248,0.022553971037269,1490025068.804306030273438,0.328229963779450,0.468188345432281,-0.811738252639771,balanced
-0.352958202362060,0.002214204054326,-0.931597650051117,-0.086836636066437,0.658014595508575,-0.160230562090874,0.735758185386658,-0.102426692843437,-0.055354382842779,0.005759277381003,1490025068.814132928848267,0.327831506729126,0.469003200531006,-0.811205029487610,balanced
-0.353159278631210,0.002373354742303,-0.931481182575226,-0.087262988090515,0.658336639404297,-0.160891324281693,0.735325634479523,-0.091085359454155,-0.039653718471527,-0.007321369834244,1490025068.823960065841675,0.326781272888184,0.478444159030914,-0.809714257717133,balanced
-0.353300452232361,0.002572941360995,-0.931390941143036,-0.087648726999760,0.658572733402252,-0.161452412605286,0.734991431236267,-0.087130561470985,-0.028774440288544,-0.018055241554976,1490025068.833786010742188,0.326545178890228,0.479005277156830,-0.809379994869232,balanced
-0.353438466787338,0.002804456977174,-0.931311726570129,-0.087926790118217,0.658815979957581,-0.161792099475861,0.734698772430420,-0.064008206129074,-0.028010377660394,-0.029975548386574,1490025068.843612909317017,0.320736646652222,0.478619903326034,-0.812117457389832,balanced
-0.353569179773331,0.003072650870308,-0.931241691112518,-0.088133633136749,0.659058332443237,-0.161974638700485,0.734441041946411,-0.059004776179790,-0.022137841209769,-0.043100140988827,1490025068.853440046310425,0.320494234561920,0.478802442550659,-0.811859726905823,balanced
-0.353637397289276,0.003424605587497,-0.931196808815002,-0.088321372866631,0.659216940402985,-0.162067025899887,0.734278440475464,-0.065829396247864,-0.006222524214536,-0.055047348141670,1490025068.863265991210938,0.302524566650391,0.474091768264771,-0.818005621433258,balanced
-0.353655070066452,0.003837490687147,-0.931166708469391,-0.088551133871078,0.659303307533264,-0.162197440862656,0.734172344207764,-0.077532798051834,0.004827196709812,-0.065876290202141,1490025068.873061895370483,0.302438259124756,0.474222183227539,-0.817899525165558,balanced
-0.353617191314697,0.004291944205761,-0.931153118610382,-0.088823482394218,0.659305930137634,-0.162381112575531,0.734129130840302,-0.084540650248528,0.015981847420335,-0.068241447210312,1490025068.882889032363892,0.293066740036011,0.460078120231628,-0.819540083408356,balanced
-0.353579640388489,0.004742534365505,-0.931135416030884,-0.089135453104973,0.659306526184082,-0.162640631198883,0.734071314334869,-0.093108564615250,0.014995679259300,-0.059870865195990,1490025068.892715930938721,0.293066263198852,0.460337638854981,-0.819482266902924,balanced
-0.353558719158173,0.005183419212699,-0.931106746196747,-0.089492298662663,0.659329593181610,-0.162988483905792,0.733973264694214,-0.099356606602669,0.007735368795693,-0.055131237953901,1490025068.902542114257812,0.298545479774475,0.458051085472107,-0.819608986377716,balanced
-0.353598982095718,0.005545471329242,-0.931060850620270,-0.089789994060993,0.659440219402313,-0.163278147578239,0.733810126781464,-0.074218258261681,-0.009667856618762,-0.046799805015326,1490025068.912369012832642,0.298434853553772,0.458340764045715,-0.819445908069611,balanced
-0.353714764118195,0.005796039476991,-0.931003391742706,-0.089913949370384,0.659661591053009,-0.163320094347000,0.733601808547974,-0.034611191600561,-0.023570887744427,-0.040722735226154,1490025068.922195911407471,0.299979329109192,0.458826452493668,-0.824998617172241,balanced
-0.353810161352158,0.005989717785269,-0.930963158607483,-0.089942157268524,0.659845888614655,-0.163227230310440,0.733456552028656,-0.016167493537068,-0.014987786300480,-0.034670170396566,1490025068.932022094726562,0.299794971942902,0.458733588457107,-0.824853420257568,balanced
-0.353836238384247,0.006101073231548,-0.930952310562134,-0.089945279061794,0.659906864166260,-0.163151964545250,0.733418881893158,-0.003888191655278,0.000036703189835,-0.017719682306051,1490025068.941848993301392,0.291005015373230,0.451616942882538,-0.830143928527832,balanced
-0.353797435760498,0.006121931131929,-0.930973172187805,-0.089880384504795,0.659852325916290,-0.163020610809326,0.733497023582458,0.015194496139884,0.013654244132340,-0.004135963506997,1490025068.951675891876221,0.291059494018555,0.451485604047775,-0.830222129821777,balanced
-0.353720754384995,0.006050287745893,-0.931013166904449,-0.089773498475552,0.659723699092865,-0.162880390882492,0.733644247055054,0.030889835208654,0.017470821738243,0.010360687039793,1490025068.961502075195312,0.293176472187042,0.448306173086166,-0.835227251052856,balanced
-0.353660196065903,0.005849529523402,-0.931052863597870,-0.089614629745483,0.659601092338562,-0.162734419107437,0.733787298202515,0.051260866224766,0.009022474288940,0.031939215958118,1490025068.971328973770142,0.293299019336700,0.448160231113434,-0.835370302200317,balanced
-0.353619456291199,0.005476693622768,-0.931094646453857,-0.089364595711231,0.659485220909119,-0.162540465593338,0.733934462070465,0.082367911934853,0.001755240606144,0.057242177426815,1490025068.981125116348267,0.297034978866577,0.457276940345764,-0.834070086479187,balanced
-0.353605151176453,0.005025443155318,-0.931136548519135,-0.089010171592236,0.659403979778290,-0.162207201123238,0.734081029891968,0.102740176022053,-0.002059737220407,0.063340552151203,1490025068.990952014923096,0.297116219997406,0.456943690776825,-0.834216713905334,balanced
-0.353625029325485,0.004505406133831,-0.931172311306000,-0.088583938777447,0.659369885921478,-0.161787375807762,0.734204351902008,0.124289147555828,-0.012108908966184,0.066968575119972,1490025069.000777959823608,0.292737901210785,0.461708605289459,-0.832111537456512,balanced
-0.353691786527634,0.004001240245998,-0.931189417839050,-0.088160596787930,0.659413576126099,-0.161358013749123,0.734259486198425,0.109542690217495,-0.024406854063272,0.062036931514740,1490025069.010605096817017,0.292694211006165,0.461279273033142,-0.832166612148285,balanced
-0.725538134574890,0.086861528456211,-0.681418120861053,0.041458781808615,0.981587290763855,0.182544231414795,-0.056248839944601,0.066982984542847,-0.035174813121557,0.057008348405361,1490025069.020431995391846,-0.027451515197754,0.106464952230454,-0.035087011754513,balanced
-0.725716054439545,0.086589835584164,-0.681268930435181,0.041366305202246,0.981651782989502,0.182042419910431,-0.056749690324068,0.020789118483663,-0.048490885645151,0.045945044606924,1490025069.030257940292358,-0.027515947818756,0.106966763734818,-0.034586153924465,balanced
-0.742444634437561,0.098215050995350,-0.660332560539246,0.055594146251678,0.969600379467010,0.219259724020958,-0.108629427850246,-0.012006111443043,-0.053066730499268,0.046995397657156,1490025069.040085077285767,-0.015638947486877,0.069321334362030,0.020337738096714,balanced
-0.742640733718872,0.098131656646729,-0.660144865512848,0.055351156741381,0.969637513160706,0.218832701444626,-0.109157867729664,-0.013501189649105,-0.059242330491543,0.047027353197336,1490025069.049911975860596,-0.015676081180573,0.069748342037201,0.020866192877293,balanced
-0.745779454708099,0.101617835462093,-0.655740201473236,0.059091471135616,0.966065645217896,0.229066297411919,-0.119357205927372,-0.007315730676055,-0.050539918243885,0.053107082843781,1490025069.059737920761108,-0.018156588077545,0.067685469985008,0.026321850717068,balanced
