IOS - ZINITIALTIMESTAMP,IOS - ZFINALTIMESTAMP,IOS - ZGRAVITYXMEAN,IOS - ZGRAVITYXMAX,IOS - ZGRAVITYXMIN,IOS - ZGRAVITYXDIFFMAXMIN,IOS - ZGRAVITYXDIFFMEAN,IOS - ZGRAVITYXSTDDEV,IOS - ZGRAVITYXRMS,IOS - ZGRAVITYXSUMOFDIFFERENCES,IOS - ZGRAVITYYMEAN,IOS - ZGRAVITYYMAX,IOS - ZGRAVITYYMIN,IOS - ZGRAVITYYDIFFMAXMIN,IOS - ZGRAVITYYDIFFMEAN,IOS - ZGRAVITYYSTDDEV,IOS - ZGRAVITYYRMS,IOS - ZGRAVITYYSUMOFDIFFERENCES,IOS - ZGRAVITYZMEAN,IOS - ZGRAVITYZMAX,IOS - ZGRAVITYZMIN,IOS - ZGRAVITYZDIFFMAXMIN,IOS - ZGRAVITYZDIFFMEAN,IOS - ZGRAVITYZSTDDEV,IOS - ZGRAVITYZRMS,IOS - ZGRAVITYZSUMOFDIFFERENCES,IOS - SUMOFMAGNITUDEDIFFERENCES,IOS - Z3DVOLUME,IOS - ZBALANCED,IOS - ZIMBALANCED,IOS - ZLABEL,WATCHOS - ZINITIALTIMESTAMP,WATCHOS - ZFINALTIMESTAMP,WATCHOS - ZGRAVITYXMEAN,WATCHOS - ZGRAVITYXMAX,WATCHOS - ZGRAVITYXMIN,WATCHOS - ZGRAVITYXDIFFMAXMIN,WATCHOS - ZGRAVITYXDIFFMEAN,WATCHOS - ZGRAVITYXSTDDEV,WATCHOS - ZGRAVITYXRMS,WATCHOS - ZGRAVITYXSUMOFDIFFERENCES,WATCHOS - ZGRAVITYYMEAN,WATCHOS - ZGRAVITYYMAX,WATCHOS - ZGRAVITYYMIN,WATCHOS - ZGRAVITYYDIFFMAXMIN,WATCHOS - ZGRAVITYYDIFFMEAN,WATCHOS - ZGRAVITYYSTDDEV,WATCHOS - ZGRAVITYYRMS,WATCHOS - ZGRAVITYYSUMOFDIFFERENCES,WATCHOS - ZGRAVITYZMEAN,WATCHOS - ZGRAVITYZMAX,WATCHOS - ZGRAVITYZMIN,WATCHOS - ZGRAVITYZDIFFMAXMIN,WATCHOS - ZGRAVITYZDIFFMEAN,WATCHOS - ZGRAVITYZSTDDEV,WATCHOS - ZGRAVITYZRMS,WATCHOS - ZGRAVITYZSUMOFDIFFERENCES,WATCHOS - SUMOFMAGNITUDEDIFFERENCES,WATCHOS - Z3DVOLUME,WATCHOS - ZBALANCED,WATCHOS - ZIMBALANCED,WATCHOS - ZLABEL
1494426422.884582996368408,1494426423.064493894577026,-0.348248397049151,-0.313095211982727,-0.370182245969772,0.057087033987045,0.031799766578172,0.019692911643266,0.348804754578106,0.054358631372452,-0.862450885145288,-0.857561409473419,-0.874775409698486,0.017214000225067,-0.018272453232815,0.005475385578151,0.862468265581476,-0.017129778862000,-0.366649732777947,-0.356120020151138,-0.375632345676422,0.019512325525284,0.014593003611816,0.007190788382248,0.366720239397416,-0.010030746459961,0.000000027870264,0.000000192028489,19.000000000000000,0.000000000000000,balanced,1494426422.899455070495605,1494426423.056651115417480,0.923078325059679,0.927019536495209,0.918847262859344,0.008172273635864,-0.008522027068668,0.002223031484768,0.923081001897431,-0.008172273635864,-0.357991827858819,-0.348810285329819,-0.367672711610794,0.018862426280975,-0.014266507493125,0.005330158559622,0.358031506161076,-0.018862426280975,-0.140465804272228,-0.137340471148491,-0.143305346369743,0.005964875221252,-0.017512982090314,0.002021860386410,0.140480354816131,-0.005589321255684,0.000000198928335,0.000000013504075,9.000000000000000,0.000000000000000,balanced
1494426423.084464073181152,1494426423.104475021362305,-0.358326584100723,-0.355233103036880,-0.361497700214386,0.006264597177505,0.010078187051572,0.002558100186965,0.358335715146926,-0.006264597177505,-0.861119012037913,-0.859869956970215,-0.862310111522675,0.002440154552460,-0.001331873107375,0.000997031493039,0.861119589235403,0.002440154552460,-0.360650181770325,-0.360476225614548,-0.360874921083450,0.000398695468903,-0.005999551007622,0.000166680764804,0.360650220287532,0.000398695468903,0.000000022399557,0.000000000000000,3.000000000000000,0.000000000000000,balanced,1494426423.095927000045776,1494426423.095927000045776,0.930394470691681,0.930394470691681,0.930394470691681,0.000000000000000,-0.007316145632002,0.000000000000000,0.930394470691681,0.000000000000000,-0.333365589380264,-0.333365589380264,-0.333365589380264,0.000000000000000,-0.024626238478555,0.000000000000000,0.333365589380264,0.000000000000000,-0.152424767613411,-0.152424767613411,-0.152424767613411,0.000000000000000,0.011958963341183,0.000000000000000,0.152424767613411,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,balanced
1494426540.900163888931274,1494426541.080049991607666,-0.309794168723257,-0.270792603492737,-0.356471985578537,0.085679382085800,-0.013520612976605,0.023475084645703,0.310682324206024,0.085679382085800,-0.938250199744576,-0.920331239700317,-0.955388784408569,0.035057544708252,0.000537592814979,0.009248146240600,0.938295777209737,-0.035057544708252,-0.151441681934030,-0.117913521826267,-0.160991266369820,0.043077744543552,0.034082837738937,0.011956598773728,0.151912946391162,0.043077744543552,-0.000000046504227,0.000002633917714,0.000000000000000,19.000000000000000,imbalanced,1494426540.667783975601196,1494426540.864286899566650,0.374607809565284,0.440038830041885,0.286859154701233,0.153179675340652,-0.374607809565284,0.047531234713962,0.377611214426603,0.153179675340652,0.527417172085155,0.598865628242493,0.421016365289688,0.177849262952805,-0.527417172085155,0.048471634133706,0.529639851904947,0.177849262952805,0.757551729679108,0.860497772693634,0.669122993946075,0.191374778747559,-0.757551729679108,0.054833609670360,0.759533638418529,-0.191374778747559,0.000000211187002,0.000201916962284,0.000000000000000,11.000000000000000,imbalanced
1494426541.100064039230347,1494426541.279974937438965,-0.377071984504399,-0.353139996528625,-0.401377648115158,0.048237651586533,0.067277815781142,0.012315048945684,0.377273033662121,-0.016046792268753,-0.911303655097359,-0.897542655467987,-0.920719265937805,0.023176610469818,-0.026946544647217,0.006287233120185,0.911325343164621,0.004719674587250,-0.164458019953025,-0.149911239743233,-0.185853183269501,0.035941943526268,0.013016338018995,0.010233876181935,0.164776128576250,0.009046539664268,0.000000019209742,0.000000833487258,0.000000000000000,19.000000000000000,imbalanced,1494426540.903563022613525,1494426541.060786008834839,0.219870357049836,0.257460683584213,0.197547271847725,0.059913411736488,0.154737452515448,0.019958731967029,0.220774375530663,0.041359856724739,0.046470493906074,0.278458893299103,-0.122851192951202,0.401310086250305,0.480946678179081,0.129119287302626,0.137227173538671,0.401310086250305,0.965477519565158,0.980214595794678,0.925296843051910,0.054917752742767,-0.207925789886051,0.016744147389528,0.965622704402446,-0.043314576148987,-0.000000228887226,0.000452109175825,0.000000000000000,9.000000000000000,imbalanced
1494426541.299948930740356,1494426541.479876041412354,-0.338266670703888,-0.330855399370193,-0.347591131925583,0.016735732555389,-0.038805313800511,0.004675321512941,0.338298978922996,0.000321596860886,-0.917959357562818,-0.911354601383209,-0.926532328128815,0.015177726745605,0.006655702465459,0.004920371835543,0.917972544358567,-0.011096537113190,-0.205804246036630,-0.175672754645348,-0.234841197729111,0.059168443083763,0.041346226083605,0.022908770563430,0.207075347290385,0.049859344959259,-0.000000000211986,0.000001110147723,0.000000000000000,19.000000000000000,imbalanced,1494426541.100061893463135,1494426541.257257938385010,0.198893472552299,0.242452412843704,0.170170411467552,0.072282001376152,0.020976884497537,0.022370218292527,0.200147545801510,-0.026824176311493,-0.135700441069073,-0.108859494328499,-0.157191351056099,0.048331856727600,0.182170934975147,0.016944951220732,0.136754309176033,-0.000550851225853,0.970157477590773,0.978136122226715,0.959660470485687,0.018475651741028,-0.004679958025614,0.005814779084590,0.970174903293779,0.006299614906311,0.000000091825872,0.000005666218444,0.000000000000000,9.000000000000000,imbalanced
1494426541.499866962432861,1494426541.679750919342041,-0.313708964147066,-0.287352651357651,-0.340729951858521,0.053377300500870,-0.024557706556822,0.019738784853960,0.314329339727834,-0.014865040779114,-0.924098868119089,-0.915572404861450,-0.931647956371307,0.016075551509857,0.006139510556271,0.005833774897433,0.924117282052736,0.002251744270325,-0.217162736152348,-0.207175537943840,-0.228896901011467,0.021721363067627,0.011358490115718,0.006682766685833,0.217265536484164,0.012891978025436,0.000000005727175,0.000000961767281,2.000000000000000,17.000000000000000,imbalanced,1494426541.296565055847168,1494426541.453730106353760,0.288026319609748,0.297018557786941,0.276240408420563,0.020778149366379,-0.089132847057449,0.006846750025499,0.288107686072150,-0.020778149366379,-0.112410567700863,-0.084281265735626,-0.134942561388016,0.050661295652389,-0.023289873368210,0.016909339340475,0.113675245712343,-0.050661295652389,0.950826790597704,0.951568007469177,0.950094640254974,0.001473367214203,0.019330686993069,0.000502482774908,0.950826923371056,0.000423491001129,0.000000342163124,0.000000237613464,0.000000000000000,9.000000000000000,imbalanced
1494426541.699767112731934,1494426541.879663944244385,-0.316296055128700,-0.304915964603424,-0.329584866762161,0.024668902158737,0.002587090981634,0.007923289373977,0.316395279681100,-0.015090525150299,-0.923938795139915,-0.914176106452942,-0.929840564727783,0.015664458274841,-0.000160072979174,0.005275290855173,0.923953854831617,0.012592911720276,-0.214651194057967,-0.200189143419266,-0.235914900898933,0.035725757479668,-0.002511542094381,0.011321210550016,0.214949540401529,-0.031429573893547,0.000000019924875,0.000000192933132,19.000000000000000,0.000000000000000,balanced,1494426541.493036985397339,1494426541.650233030319214,0.337172071139018,0.362837284803391,0.300828039646149,0.062009245157242,-0.049145751529270,0.022935305050156,0.337951229874842,-0.062009245157242,-0.052399040510257,-0.042517870664597,-0.070198595523834,0.027680724859238,-0.060011527190606,0.009768272436538,0.053301769133773,-0.026503119617701,0.939622124036153,0.951090872287750,0.930827021598816,0.020263850688934,0.011204666561551,0.007559644915568,0.939652533764190,0.020263850688934,0.000000032801641,0.000000217851592,0.000000000000000,9.000000000000000,imbalanced
1494426541.899643898010254,1494426542.079580068588257,-0.324302256107330,-0.309174865484238,-0.346288144588471,0.037113279104233,0.008006200978630,0.013089967822369,0.324566326925476,0.023365974426269,-0.928207610782824,-0.918889820575714,-0.934564054012299,0.015674233436584,0.004268815642909,0.004669847555835,0.928219357798227,-0.003992438316345,-0.181607622849314,-0.167737498879433,-0.196933686733246,0.029196187853813,-0.033043571208653,0.009176095423047,0.181839295544696,-0.020580142736435,0.000000030333252,0.000000458529311,19.000000000000000,0.000000000000000,balanced,1494426541.689508914947510,1494426541.866358995437622,0.393280598521233,0.410368114709854,0.369146466255188,0.041221648454666,-0.056108527382215,0.014006017514295,0.393529919700942,-0.041221648454666,-0.053333438932896,-0.045591272413731,-0.060254607349634,0.014663334935904,0.000934398422639,0.005327335461602,0.053598845244365,-0.003717247396708,0.917728644609451,0.928025245666504,0.910745263099670,0.017279982566833,0.021893479426702,0.005872558112914,0.917747433706840,0.017279982566833,-0.000000593283292,0.000000191198123,10.000000000000000,0.000000000000000,balanced
1494426542.099570035934448,1494426542.279480934143066,-0.363011209588302,-0.339896589517593,-0.387061148881912,0.047164559364319,0.038708953480971,0.014480547921078,0.363299909929602,0.047164559364319,-0.918181347219568,-0.909495949745178,-0.924376070499420,0.014880120754242,-0.010026263563257,0.004792488523463,0.918193854438260,-0.014880120754242,-0.157771008579355,-0.151659995317459,-0.173202812671661,0.021542817354202,-0.023836614269959,0.006444898960472,0.157902589816499,-0.021542817354202,0.000000027919327,0.000000129751545,19.000000000000000,0.000000000000000,balanced,1494426541.905635118484497,1494426542.062860965728760,0.426823066340552,0.431082546710968,0.418900907039642,0.012181639671326,-0.033542467819320,0.003940084634573,0.426841251787218,-0.005260407924652,-0.033484032998482,-0.023977853357792,-0.046839870512485,0.022862017154694,-0.019849405934413,0.008251920282032,0.034485861656402,-0.022440293803811,0.903666635354360,0.906822383403778,0.901896774768829,0.004925608634949,0.014062009255091,0.001625058958505,0.903668096520669,0.001564919948578,-0.000000228583501,0.000000031137701,9.000000000000000,0.000000000000000,balanced
1494426542.299469947814941,1494426542.479365110397339,-0.421211253655584,-0.392535448074341,-0.448495656251907,0.055960208177566,0.058200044067282,0.018400840698305,0.421612987400191,0.055960208177566,-0.896062370977904,-0.880995690822601,-0.907715857028961,0.026720166206360,-0.022118976241664,0.008900250360237,0.896106571306682,-0.026720166206360,-0.138545295909831,-0.131235614418983,-0.150659382343292,0.019423767924309,-0.019225712669523,0.006379180472971,0.138692079666611,0.002443894743919,-0.000000012275910,0.000000222073676,19.000000000000000,0.000000000000000,balanced,1494426542.102166891098022,1494426542.259332895278931,0.398423956500159,0.412133336067200,0.388556182384491,0.023577153682709,0.028399109840393,0.007767987918387,0.398499674716983,0.023577153682709,-0.019159708948185,-0.005864743143320,-0.035255178809166,0.029390435665846,-0.014324324050297,0.009649432324628,0.021452412245870,0.007433138787746,0.916910880141788,0.920750260353088,0.910697758197784,0.010052502155304,-0.013244244787428,0.003388766108730,0.916917142307923,-0.010052502155304,-0.000000758523861,0.000000206754050,9.000000000000000,0.000000000000000,balanced
